iter	Passed	Remaining
463	731	845
464	732	842
465	733	840
466	733	837
467	734	834
468	734	832
469	735	829
470	736	826
471	736	824
472	737	821
473	738	819
474	738	816
475	739	813
476	740	811
477	740	808
478	741	806
479	741	803
480	743	802
481	744	800
482	745	797
483	745	795
484	746	792
485	747	790
486	747	787
487	748	784
488	748	782
489	749	779
490	749	777
491	750	774
492	751	772
493	751	769
494	752	767
495	752	764
496	753	762
497	754	760
498	754	757
499	755	755
500	755	752
501	756	750
502	757	748
503	758	746
504	759	744
505	760	742
506	761	740
507	762	738
508	763	736
509	763	733
510	764	731
511	764	729
512	765	726
513	766	724
514	766	721
515	767	719
516	767	717
517	768	714
518	768	712
519	769	710
520	770	707
521	770	705
522	771	703
523	771	701
524	773	699
525	774	697
526	775	695
527	776	693
528	776	691
529	777	689
530	777	687
531	778	684
532	778	682
533	779	680
534	780	678
535	780	675
536	781	673
537	781	671
538	782	669
539	782	666
540	783	664
541	784	662
542	784	660
543	785	658
544	785	656
545	786	653
546	787	651
547	788	650
548	789	648
549	790	646
550	791	644
551	791	642
552	792	640
553	792	638
554	793	636
555	794	634
556	794	632
557	795	629
558	795	627
559	796	625
560	796	623
561	797	621
562	798	619
563	798	617
564	799	615
565	799	613
566	800	611
567	800	609
568	801	607
569	802	605
570	803	603
571	804	602
572	805	600
573	806	598
574	807	596
575	808	595
576	809	593
577	809	591
578	810	589
579	811	587
580	811	585
581	812	583
582	812	581
583	813	579
584	813	577
585	814	575
586	815	573
587	815	571
588	816	569
589	816	567
590	818	566
591	819	564
592	820	563
593	821	561
594	821	559
595	822	557
596	823	555
597	823	553
598	824	551
599	824	549
600	825	547
601	825	546
602	826	544
603	826	542
604	827	540
605	828	538
606	828	536
607	829	534
608	829	532
609	830	530
610	830	529
611	831	527
612	832	525
613	834	524
614	835	522
615	835	521
616	836	519
617	837	517
618	837	515
619	838	513
620	838	511
621	839	510
622	839	508
623	840	506
624	841	504
625	841	502
626	842	501
627	842	499
628	843	497
629	843	495
630	844	493
631	845	492
632	845	490
633	846	488
634	846	486
635	847	485
636	849	483
637	850	482
638	850	480
639	851	478
640	852	477
641	852	475
642	853	473
643	853	471
644	854	470
645	855	468
646	855	466
647	856	465
648	856	463
649	857	461
650	857	459
651	858	458
652	859	456
653	859	454
654	860	453
655	860	451
656	861	449
657	861	447
658	862	446
659	864	445
660	865	443
661	866	442
662	866	440
663	867	439
664	868	437
665	868	435
666	869	434
667	869	432
668	870	430
669	871	429
670	871	427
671	872	425
672	872	424
673	873	422
674	873	420
675	874	419
676	875	417
677	875	415
678	876	414
679	876	412
680	877	410
681	878	409
682	879	408
683	880	406
684	881	405
685	881	403
686	882	402
687	883	400
688	883	398
689	884	397
690	884	395
691	885	394
692	886	392
693	886	390
694	887	389
695	887	387
696	888	386
697	889	384
698	889	383
699	890	381
700	890	379
701	891	378
702	891	376
703	894	376
704	897	375
705	898	374
706	900	372
707	900	371
708	901	370
709	902	368
710	902	367
711	903	365
712	904	363
713	904	362
714	905	360
715	905	359
716	906	357
717	907	356
718	908	354
719	909	353
720	910	352
721	911	350
722	911	349
723	912	347
724	912	346
725	913	344
726	914	343
727	914	341
728	915	340
729	915	338
730	916	337
731	917	335
732	917	334
733	918	332
734	918	331
735	919	329
736	919	328
737	920	326
738	921	325
739	921	323
740	922	322
741	923	321
742	924	319
743	925	318
744	926	316
745	926	315
746	927	314
747	928	312
748	928	311
749	929	309
750	930	308
751	931	307
752	932	305
753	933	304
754	934	303
755	934	301
756	935	300
757	939	299
758	940	298
759	941	297
760	942	295
761	942	294
762	943	293
763	944	291
764	944	290
765	945	288
766	946	287
767	946	286
768	947	284
769	948	283
770	948	281
771	949	280
772	950	279
773	950	277
774	951	276
775	953	275
776	953	273
777	954	272
778	955	271
779	956	269
780	957	268
781	957	267
782	958	265
783	959	264
784	959	262
785	960	261
786	961	260
787	961	258
788	962	257
789	962	255
790	963	254
791	963	253
792	964	251
793	965	250
794	965	248
795	966	247
796	967	246
797	968	245
798	969	243
799	969	242
800	970	241
801	971	239
802	972	238
803	972	237
804	973	235
805	974	234
806	974	233
807	975	231
808	976	230
809	977	229
810	978	227
811	978	226
812	979	225
813	980	223
814	980	222
815	983	221
816	984	220
817	985	219
818	986	218
819	987	216
820	988	215
821	989	214
822	990	212
823	990	211
824	991	210
825	992	208
826	992	207
827	993	206
828	993	204
829	994	203
830	994	202
831	995	201
832	996	199
833	997	198
834	998	197
835	999	196
836	1000	194
837	1001	193
838	1001	192
839	1002	190
840	1002	189
841	1003	188
842	1004	187
843	1004	185
844	1005	184
845	1005	183
846	1006	181
847	1006	180
848	1007	179
849	1008	177
850	1008	176
851	1009	175
852	1009	174
853	1010	172
854	1011	171
855	1012	170
856	1013	169
857	1014	167
858	1015	166
859	1016	165
860	1017	164
861	1017	162
862	1018	161
863	1018	160
864	1019	159
865	1020	157
866	1020	156
867	1021	155
868	1021	154
869	1022	152
870	1022	151
871	1023	150
872	1024	149
873	1024	147
874	1025	146
875	1026	145
876	1028	144
877	1028	142
878	1029	141
879	1030	140
880	1030	139
881	1031	138
882	1032	136
883	1032	135
884	1033	134
885	1033	133
886	1034	131
887	1035	130
888	1035	129
889	1036	128
890	1036	126
891	1037	125
892	1038	124
893	1038	123
894	1039	121
895	1039	120
896	1040	119
897	1041	118
898	1042	117
899	1043	115
900	1044	114
901	1045	113
902	1046	112
903	1047	111
904	1047	109
905	1048	108
906	1048	107
907	1049	106
908	1050	105
909	1050	103
910	1051	102
911	1051	101
912	1052	100
913	1053	99
914	1053	97
915	1054	96
916	1054	95
917	1055	94
918	1056	93
919	1057	91
920	1058	90
921	1059	89
922	1059	88
923	1060	87
924	1061	86
925	1063	84
926	1064	83
927	1065	82
928	1066	81
929	1067	80
930	1067	79
931	1068	77
932	1069	76
933	1069	75
934	1070	74
935	1071	73
936	1073	72
937	1074	71
938	1075	69
939	1075	68
940	1076	67
941	1077	66
942	1077	65
943	1078	63
944	1078	62
945	1079	61
946	1080	60
947	1080	59
948	1081	58
949	1082	56
950	1083	55
951	1083	54
952	1084	53
953	1085	52
954	1085	51
955	1086	49
956	1087	48
957	1089	47
958	1090	46
959	1090	45
960	1092	44
961	1093	43
962	1093	42
963	1094	40
964	1094	39
965	1095	38
966	1096	37
967	1096	36
968	1097	35
969	1097	33
970	1098	32
971	1098	31
972	1099	30
973	1100	29
974	1100	28
975	1101	27
976	1103	25
977	1104	24
978	1104	23
979	1105	22
980	1106	21
981	1107	20
982	1108	19
983	1108	18
984	1109	16
985	1109	15
986	1110	14
987	1111	13
988	1111	12
989	1112	11
990	1112	10
991	1113	8
992	1113	7
993	1114	6
994	1115	5
995	1115	4
996	1116	3
997	1117	2
998	1118	1
999	1119	0
